id,loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,pymnt_plan,purpose,title,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,fico_range_low,fico_range_high,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_d,last_pymnt_amnt,next_pymnt_d,last_credit_pull_d,last_fico_range_high,last_fico_range_low,collections_12_mths_ex_med,mths_since_last_major_derog,policy_code,application_type,annual_inc_joint,dti_joint,verification_status_joint
163840113,10000,10000,10000, 36 months,0.1033,324.23,B,B1,Carman,10+ years,RENT,72999,Source Verified,44184,Current,n,house,Home buying,923xx,CA,13.07,0,44017,680,684,0,25,,4,0,1,0,24,w,9507.19,9507.19,639.85,639.85,492.81,147.04,0,0,0,43881,324.23,43910,43850,699,695,0,26,1,Individual,,,
163976513,40000,40000,40000, 60 months,0.0819,814.7,A,A4,Rural Carrier Associate,10+ years,RENT,72729,Source Verified,44184,Current,n,credit_card,Credit card refinancing,713xx,LA,23.42,0,35490,685,689,0,,,9,0,25527,0.699,20,w,39458.3,39458.3,787.4,787.4,541.7,245.7,0,0,0,43881,0,43910,43850,689,685,0,,1,Individual,,,
163997869,2000,2000,2000, 36 months,0.0646,61.27,A,A1,Human Resources,1 year,RENT,43000,Source Verified,44184,Current,n,credit_card,Credit card refinancing,135xx,NY,8.79,0,44107,660,664,0,,35,13,1,2058,0.248,40,w,1949.5,1949.5,60.19,60.19,50.5,9.69,0,0,0,43881,0,43910,43850,664,660,0,,1,Individual,,,
164110833,1125,1125,1125, 36 months,0.124,37.59,B,B4,Store Manager,8 years,RENT,40000,Source Verified,44184,Current,n,debt_consolidation,Debt consolidation,800xx,CO,13.65,0,43899,710,714,0,,,7,0,1782,0.33,9,w,1099.04,1099.04,36.43,36.43,25.96,10.46,0,0,0,43881,0,43910,43850,759,755,0,,1,Individual,,,
164113682,18000,18000,18000, 60 months,0.2565,535.21,D,D4,Project Manager,5 years,RENT,100000,Verified,44184,Current,n,debt_consolidation,Debt consolidation,606xx,IL,16.22,0,44050,665,669,0,72,,6,0,16229,0.479,21,w,17849.54,17849.54,496.73,496.73,150.46,346.27,0,0,0,43881,0,43910,43850,669,665,0,73,1,Individual,,,
164125117,15000,15000,15000, 36 months,0.0881,475.68,A,A5,Electrician ,3 years,RENT,150000,Source Verified,44184,Current,n,debt_consolidation,Debt consolidation,070xx,NJ,11.45,1,34213,690,694,0,18,,9,0,14712,0.687,21,w,14634.44,14634.44,464.67,464.67,365.56,99.11,0,0,0,43881,0,43910,43850,694,690,0,65,1,Individual,,,
164137412,26700,26700,26700, 36 months,0.0756,831.28,A,A3,Superintendent ,10+ years,MORTGAGE,81000,Not Verified,44184,Current,n,debt_consolidation,Debt consolidation,982xx,WA,21.09,0,43873,735,739,0,,,15,0,14143,0.245,17,f,26036.93,26036.93,814.46,814.46,663.07,151.39,0,0,0,43881,0,43910,43850,739,735,0,,1,Individual,,,
164140712,30000,30000,30000, 60 months,0.1033,642.3,B,B1,Property Book Technician ,10+ years,MORTGAGE,70000,Verified,44184,Current,n,debt_consolidation,Debt consolidation,370xx,TN,20.97,0,43866,690,694,0,,,13,0,24027,0.461,56,w,29615.95,29615.95,616.48,616.48,384.05,232.43,0,0,0,43881,0,43910,44184,694,690,0,,1,Individual,,,
164144478,4200,4200,4200, 36 months,0.1524,146.09,C,C2,Data Analyst,10+ years,MORTGAGE,125000,Not Verified,44184,Current,n,debt_consolidation,Debt consolidation,480xx,MI,19.19,2,36161,660,664,0,2,,19,0,32430,0.829,36,w,4107.25,4107.25,140.76,140.76,92.75,48.01,0,0,0,43881,0,43910,43850,664,660,0,,1,Individual,,,
164146109,38400,38400,38400, 60 months,0.1033,822.14,B,B1,Programmer/Consultant,2 years,RENT,140000,Source Verified,44184,Current,n,other,Other,802xx,CO,12.39,0,43926,810,814,0,,,9,0,2754,0.072,20,w,38007.59,38007.59,789.08,789.08,392.41,396.67,0,0,0,43881,822.14,43910,43850,814,810,0,,1,Individual,,,
164146197,5250,5250,5250, 36 months,0.0881,166.49,A,A5,Office Manager,5 years,RENT,120000,Not Verified,44184,Current,n,credit_card,Credit card refinancing,852xx,AZ,22.82,3,44080,685,689,0,10,,9,0,219,0.104,38,w,5122.05,5122.05,162.64,162.64,127.95,34.69,0,0,0,43881,0,43910,43850,689,685,0,,1,Individual,,,
164147189,14000,14000,14000, 36 months,0.2055,524.23,D,D2,Yard Supervisor,2 years,RENT,30000,Not Verified,44184,Current,n,debt_consolidation,Debt consolidation,916xx,CA,14.6,0,44054,700,704,0,,,8,0,7413,0.469,13,w,13665.52,13665.52,550.25,550.25,334.48,215.77,0,0,0,43881,0,43910,43850,714,710,0,,1,Individual,,,
164150120,5000,5000,5000, 36 months,0.0881,158.56,A,A5,Lead tech,4 years,RENT,42000,Not Verified,44184,Current,n,debt_consolidation,Debt consolidation,681xx,NE,8,0,43991,665,669,1,,,7,0,6073,0.281,12,w,4741.84,4741.84,313.45,313.45,258.16,55.29,0,0,0,43881,158.56,43910,43850,684,680,0,,1,Individual,,,
164141216,21000,21000,21000, 60 months,0.1102,456.81,B,B2,Therapist,< 1 year,MORTGAGE,110000,Source Verified,44184,Current,n,credit_card,Credit card refinancing,233xx,VA,17.79,0,44078,665,669,1,,,11,0,41095,0.786,35,w,20781.04,20781.04,437.53,437.53,218.96,218.57,0,0,0,43881,456.81,43910,43850,669,665,0,,1,Individual,,,
164127793,6000,6000,6000, 36 months,0.1774,216.14,C,C5,,n/a,RENT,37500,Not Verified,44184,Current,n,credit_card,Credit card refinancing,189xx,PA,31.81,0,44015,685,689,0,,,18,0,6740,0.478,19,w,5872.56,5872.56,207.27,207.27,127.44,79.83,0,0,0,43881,0,43910,43850,674,670,0,,1,Individual,,,
164144355,40000,40000,40000, 36 months,0.0646,1225.24,A,A1,Assistant Professor,3 years,RENT,207000,Source Verified,44184,Current,n,credit_card,Credit card refinancing,840xx,UT,20.58,0,44077,670,674,0,28,,8,0,66639,0.762,20,w,39069.05,39069.05,1203.71,1203.71,930.95,272.76,0,0,0,43881,1225.24,43910,43850,704,700,0,,1,Individual,,,
164139293,5000,5000,5000, 60 months,0.288,158.11,D,D5,Manager,5 years,RENT,36000,Not Verified,44184,Current,n,other,Other,890xx,NV,8.87,1,31168,675,679,0,19,,5,0,1842,0.526,9,w,4961.89,4961.89,146.11,146.11,38.11,108,0,0,0,43881,0,43910,43850,679,675,0,19,1,Individual,,,
163993897,15000,15000,15000, 36 months,0.1524,521.75,C,C2,Welder,1 year,RENT,192000,Not Verified,44184,Current,n,debt_consolidation,Debt consolidation,780xx,TX,12.2,0,44147,660,664,0,74,,6,0,12725,0.609,9,w,14668.75,14668.75,502.7,502.7,331.25,171.45,0,0,0,43881,0,43910,43850,669,665,0,74,1,Individual,,,
164133226,3000,3000,3000, 36 months,0.1102,98.25,B,B2,Lead Paginator,< 1 year,RENT,35500,Source Verified,44184,Current,n,credit_card,Credit card refinancing,031xx,NH,23.73,1,44085,685,689,0,2,,5,0,989,0.058,7,w,2850.53,2850.53,193.74,193.74,149.47,44.27,0,0,0,43881,98.25,43910,43850,684,680,0,,1,Individual,,,
164141995,10000,10000,10000, 36 months,0.124,334.06,B,B4,Senior Accountant,3 years,MORTGAGE,60000,Source Verified,44184,Current,n,debt_consolidation,Debt consolidation,380xx,TN,33.6,2,33543,705,709,0,22,,24,0,11712,0.445,48,w,9769.27,9769.27,323.73,323.73,230.73,93,0,0,0,43881,0,43910,43850,709,705,0,34,1,Individual,,,
163606219,14000,14000,14000, 36 months,0.1033,453.92,B,B1,,n/a,MORTGAGE,50000,Source Verified,44184,Current,n,debt_consolidation,Debt consolidation,402xx,KY,30.22,0,43834,725,729,1,,,9,0,9331,0.304,19,w,13666.6,13666.6,441.87,441.87,333.4,108.47,0,0,0,43881,453.92,43910,43850,724,720,0,,1,Joint App,62000,29.5,
164019391,24000,24000,24000, 36 months,0.1862,875.15,D,D1,Faculty Staff,5 years,RENT,50000,Verified,44184,Current,n,debt_consolidation,Debt consolidation,951xx,CA,28.42,0,44150,705,709,1,,,7,0,3513,0.281,10,w,23559.32,23559.32,837.91,837.91,440.68,397.23,0,0,0,43881,875.15,43910,43850,699,695,0,,1,Individual,,,
163557088,22000,22000,22000, 36 months,0.0756,684.95,A,A3,,< 1 year,RENT,70000,Not Verified,44184,Current,n,credit_card,Credit card refinancing,336xx,FL,20.14,1,43841,675,679,0,3,,11,0,21144,0.499,20,w,20862.02,20862.02,1356.04,1356.04,1137.98,218.06,0,0,0,43881,684.95,43910,43850,689,685,0,58,1,Individual,,,
164148879,10000,10000,10000, 36 months,0.0756,311.34,A,A3,electrical systems technician ,4 years,RENT,70000,Not Verified,44184,Current,n,debt_consolidation,Debt consolidation,018xx,MA,10.58,0,44057,745,749,0,,,5,0,10446,0.285,6,w,9551.49,9551.49,505.04,505.04,448.51,56.53,0,0,0,43881,0,43910,43850,774,770,0,,1,Individual,,,
164109723,40000,40000,40000, 36 months,0.0646,1225.24,A,A1,,< 1 year,RENT,380000,Verified,44184,Current,n,debt_consolidation,Debt consolidation,328xx,FL,21,0,43927,690,694,1,67,,31,0,58103,0.525,46,w,38990.09,38990.09,1203.71,1203.71,1009.91,193.8,0,0,0,43881,0,43910,43850,689,685,0,67,1,Individual,,,
163266388,13000,13000,13000, 60 months,0.0881,268.67,A,A5,Insurance Agent,3 years,MORTGAGE,55000,Not Verified,44184,Current,n,credit_card,Credit card refinancing,150xx,PA,36.07,1,43837,740,744,1,20,,11,0,9516,0.259,33,w,12874.49,12874.49,259.13,259.13,125.51,133.62,0,0,0,43881,268.67,43910,43850,734,730,0,,1,Individual,,,
163926868,22000,22000,22000, 36 months,0.1102,720.47,B,B2,Director ,9 years,RENT,80000,Not Verified,44184,Fully Paid,n,debt_consolidation,Debt consolidation,482xx,MI,11.67,0,35765,760,764,2,,,5,0,18460,0.362,7,w,0,0,22134.69222,22134.69,22000,134.69,0,0,0,43850,22154.89,,43850,764,760,0,,1,Joint App,180000,14.03,Not Verified
164080843,34000,34000,34000, 36 months,0.0646,1041.45,A,A1,Physician Assistant,3 years,MORTGAGE,120000,Source Verified,44184,Current,n,debt_consolidation,Debt consolidation,088xx,NJ,23.03,1,36342,675,679,0,5,,26,0,33647,0.543,47,w,33141.58,33141.58,1023.15,1023.15,858.42,164.73,0,0,0,43881,0,43910,43850,684,680,0,67,1,Individual,,,
163291302,12000,12000,12000, 36 months,0.143,411.89,C,C1,Managing Member/Consultant,5 years,MORTGAGE,130000,Source Verified,44184,Current,n,major_purchase,Major purchase,762xx,TX,18.23,0,36434,710,714,0,36,104,11,1,27571,0.801,16,w,11731.11,11731.11,397.59,397.59,268.89,128.7,0,0,0,43881,0,43910,43850,734,730,0,,1,Individual,,,
164142452,30000,30000,30000, 36 months,0.1524,1043.49,C,C2,,< 1 year,MORTGAGE,90000,Not Verified,44184,Current,n,debt_consolidation,Debt consolidation,910xx,CA,25.59,0,44107,705,709,0,30,,7,0,23677,0.568,10,w,29337.51,29337.51,1005.39,1005.39,662.49,342.9,0,0,0,43881,0,43910,43850,709,705,0,,1,Individual,,,
164095387,16000,16000,16000, 60 months,0.1524,382.66,C,C2,Electrician,10+ years,MORTGAGE,85000,Not Verified,44184,Current,n,debt_consolidation,Debt consolidation,601xx,IL,10.41,1,36161,690,694,0,5,,6,0,17922,0.353,14,w,15820.54,15820.54,362.34,362.34,179.46,182.88,0,0,0,43881,0,43910,43850,629,625,0,,1,Individual,,,
164155189,39150,39150,39150, 36 months,0.0646,1199.2,A,A1,Director of Construction Services,10+ years,MORTGAGE,142000,Source Verified,44184,Current,n,credit_card,Credit card refinancing,443xx,OH,19.83,0,43957,725,729,0,,,15,0,42196,0.416,38,w,38161.56,38161.56,1178.12,1178.12,988.44,189.68,0,0,0,43881,0,43910,43850,724,720,0,,1,Individual,,,
164077103,19200,19200,19200, 60 months,0.2565,570.89,D,D4,Teacher,10+ years,MORTGAGE,90000,Verified,44184,Current,n,debt_consolidation,Debt consolidation,028xx,RI,19.35,0,44143,665,669,1,38,72,20,1,13256,0.576,25,w,19039.51,19039.51,529.85,529.85,160.49,369.36,0,0,0,43881,0,43910,43881,679,675,0,38,1,Individual,,,
164083374,15000,15000,15000, 60 months,0.1033,321.15,B,B1,Unemployment examiner ,1 year,MORTGAGE,65000,Not Verified,44184,Current,n,debt_consolidation,Debt consolidation,481xx,MI,23.65,0,44138,745,749,0,,,29,0,9447,0.149,42,w,14807.98,14807.98,308.24,308.24,192.02,116.22,0,0,0,43881,0,43910,43850,744,740,0,,1,Individual,,,
162669683,14000,14000,14000, 36 months,0.1524,486.97,C,C2,VP of Operations,6 years,RENT,53000,Source Verified,44184,Current,n,credit_card,Credit card refinancing,838xx,ID,24.84,0,43903,725,729,1,,,6,0,17240,0.513,7,w,13696.76,13696.76,469.19,469.19,303.24,165.95,0,0,0,43881,486.97,43910,43850,734,730,0,,1,Individual,,,
162853747,6000,6000,6000, 36 months,0.0646,183.79,A,A1,,n/a,MORTGAGE,43000,Verified,44184,Current,n,home_improvement,Home improvement,917xx,CA,11.39,0,44171,795,799,0,,,9,0,2296,0.12,16,w,5848.51,5848.51,180.56,180.56,151.49,29.07,0,0,0,43881,0,43910,43850,789,785,0,,1,Individual,,,
164144471,14500,14500,14500, 36 months,0.124,484.39,B,B4,Attorney,1 year,OWN,77500,Not Verified,44184,Current,n,debt_consolidation,Debt consolidation,296xx,SC,15.27,1,44079,710,714,2,15,,14,0,4706,0.153,31,w,9151.67,9151.67,5469.41,5469.41,5348.33,121.08,0,0,0,43881,0,43910,43850,709,705,0,64,1,Individual,,,
164146857,6500,6500,6500, 36 months,0.124,217.14,B,B4,Resident Service Coordinator,9 years,RENT,53000,Not Verified,44184,Current,n,medical,Medical expenses,060xx,CT,21.15,0,44047,750,754,1,,,9,0,4123,0.179,11,w,6350.03,6350.03,210.42,210.42,149.97,60.45,0,0,0,43881,0,43910,43850,754,750,0,,1,Individual,,,
164138999,15950,15950,15950, 36 months,0.1033,517.14,B,B1,VP Northwest Region,3 years,RENT,110000,Source Verified,44184,Current,n,debt_consolidation,Debt consolidation,947xx,CA,15.94,0,44052,675,679,0,48,,9,0,10817,0.396,13,w,15570.16,15570.16,503.41,503.41,379.84,123.57,0,0,0,43881,0,43910,43850,684,680,0,48,1,Individual,,,
164145128,7000,7000,7000, 36 months,0.0702,216.21,A,A2,,n/a,RENT,62700,Verified,44184,Current,n,debt_consolidation,Debt consolidation,660xx,KS,31.23,0,28004,770,774,0,,,16,0,20756,0.225,30,w,6824.74,6824.74,212.11,212.11,175.26,36.85,0,0,0,43881,0,43910,43850,774,770,0,,1,Individual,,,
164137434,5325,5325,5325, 36 months,0.0646,163.11,A,A1,Medical Coding Specialist,1 year,MORTGAGE,75000,Source Verified,44184,Current,n,debt_consolidation,Debt consolidation,945xx,CA,26.93,0,44136,735,739,0,,,17,0,16658,0.349,28,w,5190.56,5190.56,160.24,160.24,134.44,25.8,0,0,0,43881,0,43910,43850,739,735,0,,1,Individual,,,
164109605,30000,30000,30000, 60 months,0.1171,662.95,B,B3,Claims Specialist,1 year,MORTGAGE,65203,Source Verified,44184,Current,n,debt_consolidation,Debt consolidation,729xx,AR,20.36,0,43834,730,734,2,,,12,0,25307,0.341,21,w,29217.8,29217.8,1296.62,1296.62,782.2,514.42,0,0,0,43881,1325.9,43910,43850,739,735,0,,1,Individual,,,
163412762,13825,13825,13825, 60 months,0.1524,330.65,C,C2,Planner,2 years,MORTGAGE,96840,Source Verified,44184,Current,n,debt_consolidation,Debt consolidation,986xx,WA,11.96,0,44082,700,704,1,36,,21,0,8923,0.313,21,w,13669.93,13669.93,313.09,313.09,155.07,158.02,0,0,0,43881,0,43910,43850,709,705,0,36,1,Individual,,,
163871853,16000,16000,16000, 36 months,0.124,534.5,B,B4,Dentist,9 years,MORTGAGE,235000,Source Verified,44184,Current,n,debt_consolidation,Debt consolidation,322xx,FL,15.94,0,36526,705,709,2,,,16,0,35661,0.622,36,w,15630.83,15630.83,517.97,517.97,369.17,148.8,0,0,0,43881,0,43910,43850,704,700,0,,1,Individual,,,
164146613,24000,24000,24000, 60 months,0.1171,530.36,B,B3,Manager,10+ years,MORTGAGE,64999,Source Verified,44184,Current,n,credit_card,Credit card refinancing,891xx,NV,14.42,0,44021,695,699,1,,,15,0,19309,0.238,24,w,23703.84,23703.84,506.94,506.94,296.16,210.78,0,0,0,43881,0,43910,43850,699,695,0,,1,Individual,,,
164120687,35675,35675,35675, 36 months,0.1102,1168.3,B,B2,Engineer,5 years,MORTGAGE,132000,Source Verified,44184,Current,n,debt_consolidation,Debt consolidation,480xx,MI,18.57,0,44115,700,704,0,,,9,0,20025,0.792,16,w,34888.92,34888.92,1135.54,1135.54,786.08,349.46,0,0,0,43881,1168.3,43910,43850,704,700,0,,1,Individual,,,
164153132,28000,28000,28000, 60 months,0.124,628.52,B,B4,Teacher,2 years,MORTGAGE,56000,Not Verified,44184,Current,n,debt_consolidation,Debt consolidation,775xx,TX,32.64,0,44140,715,719,1,,,12,0,19187,0.633,22,w,27660.81,27660.81,599.59,599.59,339.19,260.4,0,0,0,43881,0,43910,43850,744,740,0,,1,Joint App,117360,26.81,Not Verified
163633815,25525,25525,25525, 60 months,0.288,807.11,D,D5,Financial Advisor ,2 years,MORTGAGE,160000,Not Verified,44184,Current,n,credit_card,Credit card refinancing,334xx,FL,35.41,0,43836,710,714,0,,,16,0,30034,0.776,54,w,25330.49,25330.49,745.85,745.85,194.51,551.34,0,0,0,43881,0,43910,43850,714,710,0,,1,Joint App,170000,33.65,Not Verified
164135531,25000,25000,25000, 36 months,0.1524,869.58,C,C2,general manager,10+ years,MORTGAGE,156000,Source Verified,44184,Current,n,home_improvement,Home improvement,077xx,NJ,25.47,0,44141,695,699,1,,,9,0,48889,0.914,16,w,24447.92,24447.92,837.83,837.83,552.08,285.75,0,0,0,43881,0,43910,43850,704,700,0,,1,Individual,,,
163990606,21275,21275,21275, 60 months,0.1612,518.73,C,C3,Painter,10+ years,RENT,60000,Verified,44184,Current,n,debt_consolidation,Debt consolidation,741xx,OK,9.48,0,43962,675,679,0,,,4,0,7773,0.67,12,w,21042.06,21042.06,490.15,490.15,232.94,257.21,0,0,0,43881,0,43910,43850,679,675,0,,1,Individual,,,
164037108,3150,3150,3150, 36 months,0.0756,98.08,A,A3,,n/a,OWN,24000,Not Verified,44184,Current,n,home_improvement,Home improvement,347xx,FL,5.3,3,43984,715,719,0,18,,9,0,905,0.03,26,w,3071.76,3071.76,96.1,96.1,78.23,17.86,0,0,0,43881,0,43910,43850,719,715,0,18,1,Individual,,,
164021175,21000,21000,21000, 60 months,0.0819,427.72,A,A4,Advanced MSA ,7 years,RENT,51000,Source Verified,44184,Current,n,debt_consolidation,Debt consolidation,018xx,MA,24.42,0,44108,730,734,0,,,12,0,18957,0.35,15,w,20715.6,20715.6,413.39,413.39,284.39,129,0,0,0,43881,0,43910,43850,734,730,0,,1,Individual,,,
162881981,21600,21600,21600, 60 months,0.1524,516.59,C,C2,,n/a,OWN,31000,Not Verified,44184,Current,n,debt_consolidation,Debt consolidation,330xx,FL,30.04,0,32478,750,754,0,,,11,0,15780,0.37,11,w,21357.73,21357.73,489.16,489.16,242.27,246.89,0,0,0,43881,0,43910,43850,719,715,0,,1,Joint App,85000,24.52,Not Verified
163812057,26000,26000,26000, 60 months,0.0819,529.56,A,A4,Sales / Estimator,10+ years,RENT,70000,Source Verified,44184,Current,n,credit_card,Credit card refinancing,068xx,CT,27.93,0,35431,745,749,0,,,12,0,33578,0.33,27,w,25736.62,25736.62,511.82,511.82,263.38,248.44,0,0,0,43881,529.56,43910,43850,774,770,0,,1,Individual,,,
163283335,20000,20000,20000, 36 months,0.0756,622.68,A,A3,Sales/Marketing Manager,10+ years,RENT,45000,Not Verified,44184,Current,n,credit_card,Credit card refinancing,378xx,TN,39.2,0,44105,740,744,0,,,9,0,30616,0.478,18,w,19503.32,19503.32,610.08,610.08,496.68,113.4,0,0,0,43881,0,43910,43850,744,740,0,,1,Individual,,,
164116736,19700,19700,19700, 36 months,0.0646,603.43,A,A1,First Sergeant ,10+ years,RENT,91000,Source Verified,44184,Current,n,debt_consolidation,Debt consolidation,984xx,WA,14.47,0,44013,740,744,1,,,10,0,19674,0.324,23,w,19255.65,19255.65,592.82,592.82,444.35,148.47,0,0,0,43881,603.43,43910,44184,744,740,0,,1,Individual,,,
164055314,12750,12750,12750, 36 months,0.1102,417.54,B,B2,Employment Manager,10+ years,MORTGAGE,75000,Source Verified,44184,Current,n,credit_card,Credit card refinancing,212xx,MD,19.46,0,43836,665,669,1,73,75,10,1,10482,0.676,20,w,12449.55,12449.55,405.83,405.83,300.45,105.38,0,0,0,43881,0,43910,43850,669,665,0,73,1,Individual,,,
164152276,7000,7000,7000, 60 months,0.2055,187.61,D,D2,X-ray technician ,2 years,RENT,38000,Source Verified,44184,Current,n,credit_card,Credit card refinancing,268xx,WV,37.52,0,44053,670,674,1,31,,11,0,6199,0.569,18,w,6932.26,6932.26,175.62,175.62,67.74,107.88,0,0,0,43881,0,43910,43850,674,670,0,,1,Individual,,,
163289814,11000,11000,11000, 60 months,0.2055,294.81,D,D2,VP North America,2 years,MORTGAGE,160000,Not Verified,44184,Current,n,debt_consolidation,Debt consolidation,787xx,TX,15.16,0,34547,670,674,4,42,,10,0,34174,0.974,16,w,10893.57,10893.57,275.97,275.97,106.43,169.54,0,0,0,43881,0,43910,43850,674,670,0,,1,Individual,,,
164096592,8000,8000,8000, 36 months,0.0881,253.7,A,A5,Guard,6 years,MORTGAGE,72000,Not Verified,44184,Current,n,house,Home buying,851xx,AZ,6.12,0,43961,700,704,0,,,7,0,16865,0.31,18,w,7805.03,7805.03,247.83,247.83,194.97,52.86,0,0,0,43881,0,43910,43850,719,715,0,,1,Individual,,,
164136895,25000,25000,25000, 60 months,0.1102,543.81,B,B2,ECommerce Program Manager,5 years,RENT,105000,Source Verified,44184,Current,n,debt_consolidation,Debt consolidation,020xx,MA,9.01,0,44111,720,724,0,,,34,0,16992,0.072,38,w,24345.49,24345.49,1064.66,1064.66,654.51,410.15,0,0,0,43881,543.81,43910,43881,724,720,0,,1,Individual,,,
163977013,12750,12750,12750, 60 months,0.1774,321.97,C,C5,Parts Sales manager ,8 years,RENT,32000,Verified,44184,Current,n,debt_consolidation,Debt consolidation,441xx,OH,16.13,0,43953,665,669,0,,92,3,1,937,0.937,5,w,12616.52,12616.52,303.12,303.12,133.48,169.64,0,0,0,43881,0,43910,43881,659,655,0,,1,Individual,,,
164140624,9550,9550,9550, 60 months,0.288,301.98,D,D5,Home Health Aide,2 years,RENT,30000,Not Verified,44184,Current,n,debt_consolidation,Debt consolidation,322xx,FL,17.84,0,43962,670,674,0,28,74,8,1,7863,0.517,15,w,8550,8550,1279.06,1279.06,1000,279.06,0,0,0,43881,301.98,43910,43850,674,670,0,,1,Individual,,,
164138639,10625,10625,10625, 36 months,0.1612,374.18,C,C3,Mortician,8 years,MORTGAGE,90000,Not Verified,44184,Current,n,debt_consolidation,Debt consolidation,207xx,MD,25.47,4,34394,705,709,1,20,,16,0,4626,0.263,36,w,10393.55,10393.55,359.91,359.91,231.45,128.46,0,0,0,43881,0,43910,43850,704,700,0,20,1,Individual,,,
164133136,14000,14000,14000, 60 months,0.0819,285.15,A,A4,Public Review Specialist,< 1 year,MORTGAGE,70000,Not Verified,44184,Current,n,credit_card,Credit card refinancing,802xx,CO,25.81,0,44114,730,734,0,,,12,0,13902,0.441,19,w,13510.4,13510.4,575.59,575.59,489.6,85.99,0,0,0,43881,0,43910,43850,689,685,0,,1,Individual,,,
164056758,31275,31275,31275, 60 months,0.143,732.59,C,C1,Teacher,10+ years,RENT,98000,Not Verified,44184,Current,n,debt_consolidation,Debt consolidation,919xx,CA,13.4,0,43892,660,664,0,,44,15,1,19488,0.49,51,w,30884.37,30884.37,763.32,763.32,390.63,372.69,0,0,0,43881,800.59,43910,43850,664,660,0,,1,Individual,,,
164106211,7425,7425,7425, 36 months,0.0881,235.46,A,A5,,< 1 year,MORTGAGE,52000,Not Verified,44184,Current,n,credit_card,Credit card refinancing,864xx,AZ,25.33,0,43959,700,704,1,,,9,0,9132,0.392,11,w,7244.05,7244.05,230.01,230.01,180.95,49.06,0,0,0,43881,0,43910,43850,694,690,0,,1,Individual,,,
164146121,33250,33250,33250, 60 months,0.1308,757.91,B,B5,Laboratory Manager,10+ years,MORTGAGE,100000,Not Verified,44184,Current,n,credit_card,Credit card refinancing,980xx,WA,22.32,0,35886,705,709,0,38,,5,0,84826,0.982,13,w,32854.51,32854.51,721.67,721.67,395.49,326.18,0,0,0,43881,0,43910,43850,709,705,0,,1,Individual,,,
164140080,40000,40000,40000, 36 months,0.0819,1256.97,A,A4,,< 1 year,RENT,78000,Not Verified,44184,Current,n,credit_card,Credit card refinancing,420xx,KY,20.85,0,34973,710,714,0,,,13,0,21695,0.59,21,w,39016.03,39016.03,1229.67,1229.67,983.97,245.7,0,0,0,43881,0,43910,43850,709,705,0,,1,Individual,,,
163959295,10000,10000,10000, 36 months,0.1308,337.33,B,B5,Lead Custodian,3 years,RENT,19350,Verified,44184,Current,n,credit_card,Credit card refinancing,783xx,TX,40.32,0,43990,705,709,0,,,5,0,8338,0.906,6,w,9771.67,9771.67,326.43,326.43,228.33,98.1,0,0,0,43881,0,43910,43850,709,705,0,,1,Joint App,58050,22.61,
162993438,22000,22000,22000, 60 months,0.1524,526.16,C,C2,,1 year,MORTGAGE,10000,Verified,44184,Current,n,debt_consolidation,Debt consolidation,560xx,MN,122.33,0,44086,700,704,0,31,,12,0,13638,0.903,17,w,21753.24,21753.24,498.22,498.22,246.76,251.46,0,0,0,43881,0,43910,43850,694,690,0,,1,Joint App,150000,32.31,
164140132,6000,6000,6000, 36 months,0.124,200.44,B,B4,Member service supervisor ,4 years,RENT,52000,Not Verified,44184,Current,n,debt_consolidation,Debt consolidation,604xx,IL,33.97,0,44139,700,704,2,,,15,0,14960,0.567,40,w,5861.56,5861.56,194.24,194.24,138.44,55.8,0,0,0,43881,0,43910,43850,714,710,0,,1,Individual,,,
163921981,3000,3000,3000, 36 months,0.1524,104.35,C,C2,Truck driver,10+ years,MORTGAGE,75000,Source Verified,44184,Current,n,credit_card,Credit card refinancing,950xx,CA,1.81,0,43868,675,679,1,37,,6,0,2684,0.378,13,w,2933.75,2933.75,100.54,100.54,66.25,34.29,0,0,0,43881,0,43910,43850,679,675,0,38,1,Individual,,,
164029562,10000,10000,10000, 36 months,0.1033,324.23,B,B1,Maintenance Planner ,2 years,RENT,56160,Not Verified,44184,Current,n,credit_card,Credit card refinancing,775xx,TX,17.29,2,44020,685,689,0,10,,8,0,5713,0.446,19,w,9761.85,9761.85,315.62,315.62,238.15,77.47,0,0,0,43881,0,43910,43850,694,690,0,,1,Individual,,,
164127010,10000,10000,10000, 36 months,0.1774,360.23,C,C5,,n/a,OWN,20000,Verified,44184,Current,n,debt_consolidation,Debt consolidation,346xx,FL,33.37,0,43929,680,684,1,,,7,0,10279,0.478,8,w,9787.6,9787.6,345.45,345.45,212.4,133.05,0,0,0,43881,0,43910,43850,684,680,0,,1,Individual,,,
